"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1.25592667875896,0.414716977032809,3.78058441389322,0.109696526153145,0.912650055518929,NA,"ENST00000477874"
56.4984831731106,0.558002236530834,1.55069198168182,0.359840795672166,0.718966193348549,0.879415775355997,"ENST00000319363"
11.0361308856866,-7.1323062316315,3.91146979248553,-1.82343380110812,0.0682377148051513,0.24917351706893,"ENST00000612619"
0.315000856971631,-0.442668392293009,4.0804728567969,-0.108484582014962,0.913611310100764,NA,"ENST00000459971"
0.504565756093394,0.552357944503619,3.08413506877473,0.179096548039013,0.857861892452128,NA,"ENST00000429106"
18.9761600966751,-2.80802051726316,0.784526914064607,-3.57925326323721,0.000344577408437877,0.00379283046697807,"ENST00000399875"
3.0089201228363,-5.25263698578461,2.04541053302522,-2.56801111609405,0.0102283876004898,0.0644009589660467,"ENST00000331437"
0,NA,NA,NA,NA,NA,"ENST00000428078"
1.3634160886421,-4.11270626428692,2.34204615691949,-1.75603126015945,0.0790830710603827,NA,"ENST00000441544"
13.9582392358073,1.44107904002333,3.74336699878045,0.384968676726814,0.70026062275318,0.879415775355997,"ENST00000155674"
36.3628521028179,2.23667319476077,1.31525167857067,1.70056669092522,0.089024383333696,0.289187487262325,"ENST00000336737"
10.6347268584331,-0.169677428317151,0.772758106412486,-0.219573792767927,0.826203103652395,0.924718908989147,"ENST00000477157"
0.977701683013279,-3.63323397764,3.95951477562443,-0.917595761987535,0.35883053745926,NA,"ENST00000399852"
1.68022191691276,-2.56572333270462,3.61851831171056,-0.709053571568563,0.478291233062342,NA,"ENST00000486462"
0,NA,NA,NA,NA,NA,"ENST00000463033"
3.32924021299101,-0.195796294141898,1.19032484267151,-0.164489799021973,0.869345576574376,0.949080015869927,"ENST00000480451"
0.392696849423132,1.89197829181995,4.00267656692043,0.47267828419012,0.636442721815629,NA,"ENST00000329743"
1.08215359958085,-1.23485928029395,2.723598247924,-0.45339259607587,0.650266066899034,NA,"ENST00000431923"
8.8946660746622,0.880381907646692,2.8584024857698,0.307997880644719,0.758083945005005,0.896862632090763,"ENST00000399837"
0.978316837120421,-3.63556239650328,3.95952804697026,-0.918180741082292,0.358524249612619,NA,"ENST00000610390"
0,NA,NA,NA,NA,NA,"ENST00000449907"
0,NA,NA,NA,NA,NA,"ENST00000399839"
11.1282353482878,-0.76640861986727,2.79861424428887,-0.273852897530011,0.784197670529042,0.906895265237668,"ENST00000330232"
11.4520130998379,-0.983908896657143,2.10517263462544,-0.467376822439174,0.640230302105175,0.847873819804534,"ENST00000262607"
1.00650289316995,-0.530408818770508,2.19052949433417,-0.242137264137468,0.808673804553854,NA,"ENST00000469063"
0,NA,NA,NA,NA,NA,"ENST00000480276"
0.122763900849733,0.528774376290748,4.0804728567969,0.129586544218757,0.896893549631227,NA,"ENST00000428401"
0,NA,NA,NA,NA,NA,"ENST00000543038"
0,NA,NA,NA,NA,NA,"ENST00000441548"
0.177429579672331,-1.39072495857159,4.0804728567969,-0.340824460149279,0.733235735242236,NA,"ENST00000344033"
0.571294913049978,-1.3862387138307,2.99779884406289,-0.462418856614123,0.643780979442722,NA,"ENST00000428828"
0,NA,NA,NA,NA,NA,"ENST00000453421"
0,NA,NA,NA,NA,NA,"ENST00000485262"
2.81196200016612,-0.464289764824826,3.68300905711366,-0.126062618262657,0.899682357655602,0.957908146981956,"ENST00000400585"
1.01189183974097,-0.197311377786641,3.8443806772008,-0.0513246201024787,0.959066849950367,NA,"ENST00000342247"
17.8767494589551,-2.96994254325828,1.83593622172576,-1.61767195837912,0.105733312298171,0.320976126619448,"ENST00000262608"
0.884150913576507,-2.27558324276197,2.77610046917929,-0.819704930720576,0.412384338466536,NA,"ENST00000455617"
0.387446690369055,-2.29091966056053,4.03801820205788,-0.567337626014914,0.570484818310643,NA,"ENST00000455251"
1.28219903818374,-1.75953874074845,2.07340674781576,-0.848622076976475,0.396091618359303,NA,"ENST00000497534"
82.1599281297025,-0.0415776678556846,0.518863334535586,-0.0801322141848761,0.936132101905375,0.969837940692316,"ENST00000612582"
0,NA,NA,NA,NA,NA,"ENST00000437347"
2.27094377290414,-4.8469470021062,3.21688401295762,-1.50672109488022,0.13188216210031,0.361817256129932,"ENST00000355219"
43.9653744914096,-4.80323003402623,1.1287701774054,-4.25527723018601,2.08790153279984e-05,0.000343493477976748,"ENST00000327451"
11.8984347247726,-4.17334104895348,1.53734848465055,-2.71463567995263,0.00663487156658984,0.045521764560011,"ENST00000399813"
